project_id,Project,PMA,PEO,Contractor,Phase,Type,Date,LRE,OriginalCBB
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2012,2318190000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/1/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2012,2316397000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2011,2316189000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2011,2316189000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2011,2316189000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2011,2316214000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2011,2315798000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2011,2284105000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2011,2284105000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2011,2294940000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2011,2293975000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2011,2291675000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/2/2011,2291646000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2011,2289996000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2010,2289996000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2010,2289996000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2010,2289776000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2010,2289191000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2010,2227063000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2010,2226206000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2010,2225586000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2010,2225944000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2010,2234849000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2010,2230969000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/2/2010,2230245000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2010,2229486000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2009,2176055000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2009,2168973000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2009,2155135000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2009,2155103000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2009,2154410000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2009,2154025000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2009,2154025000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2009,2154225000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2009,2152676000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2009,2153161000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/2/2009,2153141000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2009,2197742000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2008,2197742000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2008,2192945000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2008,2192052000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2008,2192107000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2008,2190840000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2008,2188952000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2008,2188952000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2008,2178621000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2008,2178621000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2008,2176784000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/1/2008,2161706000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2008,2173543000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2007,2160573000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2007,2141000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2007,2245443000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2007,2244188000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2007,2254884000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2007,2254864000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2007,2228000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2007,2241540000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2007,2241386000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2007,2229124000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/2/2007,2229124000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2007,2228126000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2006,2228000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2006,2228000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2006,2233000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2006,2160365000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2006,2160365000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2006,2160365000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2006,2160365000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2006,2163433000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2006,2163433000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2006,2163433000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/2/2006,2163433000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2006,2163433000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2005,2159000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2005,2159000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2005,2159000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2005,2045000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2005,2045000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2005,2045000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2005,2005000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2005,2005000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2005,2005000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2005,2015000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/2/2005,2015000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2005,2015000000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2004,1809721000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2004,1798668000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2004,1798668000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2004,1793382000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2004,1793382000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,7/30/2004,1793382000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,6/30/2004,1793382000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,5/30/2004,1793382000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,4/30/2004,1786081000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/30/2004,1786081000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,3/1/2004,1729651000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,1/30/2004,1729651000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,12/30/2003,1729651000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,11/30/2003,1729651000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,10/30/2003,1729651000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,9/30/2003,1729651000,1729651000
1,Project1,PMA9,PEO2,AK,R&D,Development,8/30/2003,1729651000,1729651000
2,Project2,PMA20,PEO2,E,,,9/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,8/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,7/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,6/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,5/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,4/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,3/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,3/2/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,1/30/2006,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,12/30/2005,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,11/30/2005,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,10/30/2005,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,9/30/2005,1410000000,1506496000
2,Project2,PMA20,PEO2,E,,,8/30/2005,1433393000,1506496000
2,Project2,PMA20,PEO2,E,,,7/30/2005,1433393000,1506496000
2,Project2,PMA20,PEO2,E,,,6/30/2005,1427129000,1506496000
2,Project2,PMA20,PEO2,E,,,5/30/2005,1427129000,1506496000
2,Project2,PMA20,PEO2,E,,,4/30/2005,1506812000,1506496000
2,Project2,PMA20,PEO2,E,,,3/30/2005,1506812000,1506496000
2,Project2,PMA20,PEO2,E,,,3/2/2005,1506812000,1506496000
2,Project2,PMA20,PEO2,E,,,1/30/2005,1506812000,1506496000
2,Project2,PMA20,PEO2,E,,,12/30/2004,1506339000,1506496000
2,Project2,PMA20,PEO2,E,,,11/30/2004,1506339000,1506496000
2,Project2,PMA20,PEO2,E,,,10/30/2004,1506339000,1506496000
2,Project2,PMA20,PEO2,E,,,9/30/2004,1506496000,1506496000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2010,144566000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2010,144582000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2010,143693000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2010,143693000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2010,143254000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2010,143254000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2010,143080000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2010,143080000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2010,143080000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/30/2010,138671000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/2/2010,138611000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,1/30/2010,134399000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2009,134399000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2009,134399000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2009,134399000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2009,134399000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2009,134283000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2009,133170000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2009,133170000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2009,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2009,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/30/2009,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/2/2009,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,1/30/2009,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2008,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2008,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2008,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2008,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2008,128000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2008,130724000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2008,129000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2008,129000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2008,129000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/30/2008,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/1/2008,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,1/30/2008,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2007,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2007,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2007,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2007,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2007,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2007,115000000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2007,114640000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2007,114640000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2007,114640000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/30/2007,114640000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/2/2007,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,1/30/2007,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2006,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2006,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2006,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2006,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2006,87922000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2006,85760000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2006,85760000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2006,85760000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2006,85760000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/30/2006,85760000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/2/2006,85760000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,1/30/2006,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/30/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,3/2/2005,81610000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,1/30/2005,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,12/30/2004,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,11/30/2004,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,10/30/2004,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,9/30/2004,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,8/30/2004,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,7/30/2004,85910000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,6/30/2004,90951000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,5/30/2004,90951000,69171000
3,Project3,PMA23,PEO2,AS,R&D,Development,4/30/2004,90951000,69171000
4,Project4,PMA20,PEO2,E,,,11/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,10/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,9/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,8/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,7/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,6/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,5/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,4/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,3/30/2007,29265000,24416000
4,Project4,PMA20,PEO2,E,,,3/2/2007,26794000,24416000
4,Project4,PMA20,PEO2,E,,,1/30/2007,26794000,24416000
4,Project4,PMA20,PEO2,E,,,12/30/2006,26794000,24416000
4,Project4,PMA20,PEO2,E,,,11/30/2006,26794000,24416000
4,Project4,PMA20,PEO2,E,,,10/30/2006,26794000,24416000
4,Project4,PMA20,PEO2,E,,,9/30/2006,26794000,24416000
4,Project4,PMA20,PEO2,E,,,8/30/2006,26794000,24416000
4,Project4,PMA20,PEO2,E,,,7/30/2006,26794000,24416000
4,Project4,PMA20,PEO2,E,,,6/30/2006,25923000,24416000
4,Project4,PMA20,PEO2,E,,,5/30/2006,25923000,24416000
4,Project4,PMA20,PEO2,E,,,4/30/2006,25923000,24416000
4,Project4,PMA20,PEO2,E,,,3/30/2006,25194000,24416000
4,Project4,PMA20,PEO2,E,,,3/2/2006,25194000,24416000
4,Project4,PMA20,PEO2,E,,,1/30/2006,25194000,24416000
4,Project4,PMA20,PEO2,E,,,12/30/2005,25194000,24416000
4,Project4,PMA20,PEO2,E,,,11/30/2005,25194000,24416000
4,Project4,PMA20,PEO2,E,,,10/30/2005,24415400,24416000
4,Project4,PMA20,PEO2,E,,,9/30/2005,24415400,24416000
4,Project4,PMA20,PEO2,E,,,8/30/2005,24415400,24416000
4,Project4,PMA20,PEO2,E,,,7/30/2005,24415400,24416000
4,Project4,PMA20,PEO2,E,,,6/30/2005,24415500,24416000
4,Project4,PMA20,PEO2,E,,,5/30/2005,24415500,24416000
4,Project4,PMA20,PEO2,E,,,4/30/2005,24415500,24416000
4,Project4,PMA20,PEO2,E,,,3/30/2005,24415500,24416000
4,Project4,PMA20,PEO2,E,,,3/2/2005,24415500,24416000
4,Project4,PMA20,PEO2,E,,,1/30/2005,24415500,24416000
4,Project4,PMA20,PEO2,E,,,12/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,11/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,10/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,9/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,8/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,7/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,6/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,5/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,4/30/2004,24415500,24416000
4,Project4,PMA20,PEO2,E,,,3/30/2004,24416000,24416000
4,Project4,PMA20,PEO2,E,,,3/1/2004,24416000,24416000
4,Project4,PMA20,PEO2,E,,,1/30/2004,24416000,24416000
4,Project4,PMA20,PEO2,E,,,12/30/2003,24416000,24416000
4,Project4,PMA20,PEO2,E,,,9/30/2003,31000000,24416000
5,Project5,PMA20,PEO2,E,,,9/30/2005,1544458000,1631389000
5,Project5,PMA20,PEO2,E,,,8/30/2005,1544458000,1631389000
5,Project5,PMA20,PEO2,E,,,7/30/2005,1544458000,1631389000
6,Project6,PMA20,PEO2,E,,,11/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,10/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,9/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,8/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,7/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,6/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,5/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,4/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,3/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,3/2/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,1/30/2007,59000000,63581000
6,Project6,PMA20,PEO2,E,,,12/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,11/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,10/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,9/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,8/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,7/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,6/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,5/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,4/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,3/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,3/2/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,1/30/2006,59000000,63581000
6,Project6,PMA20,PEO2,E,,,12/30/2005,59000000,63581000
6,Project6,PMA20,PEO2,E,,,11/30/2005,59000000,63581000
6,Project6,PMA20,PEO2,E,,,10/30/2005,59000000,63581000
6,Project6,PMA20,PEO2,E,,,9/30/2005,59000000,63581000
6,Project6,PMA20,PEO2,E,,,8/30/2005,64034000,63581000
6,Project6,PMA20,PEO2,E,,,7/30/2005,64034000,63581000
6,Project6,PMA20,PEO2,E,,,6/30/2005,63581000,63581000
6,Project6,PMA20,PEO2,E,,,5/30/2005,63581000,63581000
6,Project6,PMA20,PEO2,E,,,4/30/2005,63581000,63581000
6,Project6,PMA20,PEO2,E,,,3/30/2005,63581000,63581000
6,Project6,PMA20,PEO2,E,,,3/2/2005,63581000,63581000
7,Project7,PMA20,PEO2,E,,,12/30/2005,20541000,20074000
7,Project7,PMA20,PEO2,E,,,11/30/2005,20541000,20074000
7,Project7,PMA20,PEO2,E,,,10/30/2005,20541000,20074000
7,Project7,PMA20,PEO2,E,,,9/30/2005,20541000,20074000
7,Project7,PMA20,PEO2,E,,,8/30/2005,20541000,20074000
7,Project7,PMA20,PEO2,E,,,7/30/2005,20541000,20074000
8,Project8,PMA20,PEO2,E,,,4/30/2006,114000000,133700000
8,Project8,PMA20,PEO2,E,,,3/30/2006,114000000,133700000
8,Project8,PMA20,PEO2,E,,,3/2/2006,114000000,133700000
8,Project8,PMA20,PEO2,E,,,1/30/2006,114000000,133700000
8,Project8,PMA20,PEO2,E,,,12/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,11/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,10/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,9/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,8/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,7/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,6/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,5/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,4/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,3/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,3/2/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,1/30/2005,114000000,133700000
8,Project8,PMA20,PEO2,E,,,12/30/2004,114000000,133700000
8,Project8,PMA20,PEO2,E,,,11/30/2004,114000000,133700000
8,Project8,PMA20,PEO2,E,,,10/30/2004,114000000,133700000
8,Project8,PMA20,PEO2,E,,,9/30/2004,114000000,133700000
8,Project8,PMA20,PEO2,E,,,8/30/2004,114000000,133700000
8,Project8,PMA20,PEO2,E,,,7/30/2004,116124000,133700000
8,Project8,PMA20,PEO2,E,,,6/30/2004,113724000,133700000
8,Project8,PMA20,PEO2,E,,,5/30/2004,116124000,133700000
8,Project8,PMA20,PEO2,E,,,4/30/2004,116124000,133700000
8,Project8,PMA20,PEO2,E,,,3/30/2004,116124000,133700000
8,Project8,PMA20,PEO2,E,,,3/1/2004,116124000,133700000
8,Project8,PMA20,PEO2,E,,,1/30/2004,116124000,133700000
8,Project8,PMA20,PEO2,E,,,12/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,11/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,10/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,9/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,8/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,7/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,6/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,5/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,4/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,3/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,3/2/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,1/30/2003,116124000,133700000
8,Project8,PMA20,PEO2,E,,,12/30/2002,116124000,133700000
8,Project8,PMA20,PEO2,E,,,11/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,10/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,9/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,8/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,7/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,6/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,5/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,4/30/2002,118765000,133700000
8,Project8,PMA20,PEO2,E,,,3/30/2002,136779000,133700000
8,Project8,PMA20,PEO2,E,,,3/2/2002,136779000,133700000
